ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|33f172f30149a0ab1b9f4804d1ff8eef|2021-02-01|14:59:44|1612191584|food_dining|27.07|0|Richardson-Carter|35.233675|-80.104403
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|e144541b16b246ee1d545686be674ff0|2021-01-22|15:25:02|1611329102|shopping_pos|10.96|0|Herring, Briggs and Matthews|33.901540|-80.143575
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|09e0c5032a3de4d251cd331267be7159|2021-01-22|08:51:25|1611305485|misc_pos|1.11|0|Macdonald, Harrison and Hernandez|35.632881|-79.052196
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|75a4a6661e1692c5a49b499a9a2e7304|2021-01-13|21:30:50|1610573450|shopping_pos|253.38|0|Brock, Mckenzie and Morris|35.445466|-79.131297
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|c4a8f42950279f2bbd261918fe961e60|2021-01-10|14:21:17|1610288477|shopping_net|9.62|0|Jones-Campbell|33.938122|-79.401419
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|a635f0504778fd37b36c1784b6d42181|2021-01-07|04:47:59|1609994879|grocery_pos|177.94|0|Lewis-Smith|35.658455|-80.174699
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|11baec842a4f0c37c2d2dcacc0c0b1cf|2021-01-22|22:14:07|1611353647|shopping_net|151.34|0|Atkinson Inc|34.990683|-79.592159
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|31eb3036c169393bf6a6e88e16b8ef7d|2021-01-21|13:57:31|1611237451|health_fitness|2.68|0|Williams, Walker and Baker|34.443616|-79.322002
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|d25dd61a56db1aefacf10fb8d62709fe|2021-01-30|19:20:39|1612034439|shopping_pos|136.59|0|Bailey, Allen and Miller|35.202731|-79.957963
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|878b7ed91b8d43b3668a73d055e3e965|2021-01-31|11:46:53|1612093613|misc_net|4.54|0|Osborne, Henry and Smith|34.964453|-78.885460
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|1b97d53754a45915784acbe8bd007678|2021-01-30|17:36:42|1612028202|home|74.70|0|Mendoza Group|34.043772|-80.139105
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|76d7006fdfa462f75a8fbdfa7d532bbc|2021-01-28|23:02:13|1611874933|shopping_net|238.44|0|Bryant LLC|34.681704|-79.474795
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|482e5aab4f8105e52c97fecfe275baa3|2021-01-07|18:47:59|1610045279|shopping_net|127.48|0|Nelson, Miranda and Santos|33.914628|-79.874579
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|1fff366c53d3435e3a0f68b2ecb18b72|2021-01-29|16:03:07|1611936187|personal_care|9.78|0|Robinson LLC|34.119319|-79.318834
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|0e48db6aab16accc80c87c34fa8c1f96|2021-01-18|04:59:49|1610945989|grocery_pos|193.75|0|Walton LLC|34.481391|-78.763078
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|08d6f0e69a6f42ff73e3bc8f6043d0fa|2021-01-05|14:18:07|1609856287|shopping_pos|815.90|0|Wade-Haynes|33.836965|-79.780897
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|3acd3c641ebef89a417bd9cb2b908a4d|2021-01-15|16:02:00|1610726520|personal_care|43.25|0|Brown, Edwards and Sawyer|33.833505|-79.181823
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|f0bba360b4684741f6d0a4733067bd13|2021-01-25|19:47:47|1611604067|shopping_net|39.35|0|Rivera, Warren and Shah|35.419631|-79.834117
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|331b6ec44999af186646628edb7f7ff4|2021-01-16|18:18:15|1610821095|food_dining|90.52|0|Hicks-Farmer|34.394552|-79.743514
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|148fdce1d085185f6ab442a906f01fdc|2021-01-30|04:50:27|1611982227|grocery_pos|192.68|0|Wilson LLC|35.302192|-79.268000
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|06a4671621fa07e19ae2a192c53de747|2021-01-20|05:33:35|1611120815|grocery_pos|197.83|0|Adams and Sons|34.720801|-78.381819
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|83c5cbd51bea4bbfccaf765798fb775d|2021-01-23|22:51:29|1611442289|shopping_net|17.37|0|Padilla, Davis and Savage|34.559649|-78.381994
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|b4d148c939ff8e14273483c07d46ac0d|2021-01-12|13:50:52|1610459452|entertainment|143.64|0|Rodriguez, Marshall and Scott|34.102262|-79.957715
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|fdff78800ca2153a6881188b67e1dfe8|2021-01-15|20:18:25|1610741905|shopping_net|163.94|0|Tran and Sons|34.147361|-79.770510
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|8127c4aa226646effd4f24b48270acc2|2021-02-02|12:27:28|1612268848|health_fitness|19.45|0|Jackson PLC|34.872126|-79.896669
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|d5c554307841eaf5ff7847d21b4cdbfb|2021-01-22|16:54:50|1611334490|personal_care|155.50|0|Estrada and Sons|33.768472|-80.132646
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|4784a1838545bca89d40c1ba99a4e0c9|2021-01-31|18:24:33|1612117473|personal_care|33.29|0|Zamora LLC|34.396943|-78.965590
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|3db9745d531c640db7b4a9ebdb62749a|2021-01-18|12:56:55|1610974615|personal_care|67.83|0|Hall, White and Hernandez|35.253520|-78.475573
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|d22fbec6aba04416ec744af965e19647|2021-01-03|23:00:05|1609714805|entertainment|109.79|0|Mendez-Koch|35.408440|-79.482138
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|773f39be5994a60c7421ead7fe55817e|2021-01-10|22:29:11|1610317751|shopping_pos|18.62|0|Newton-Wilkins|34.827680|-78.317344
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|395c6cde735b7b284318f1bd9da4bd09|2021-01-24|17:41:57|1611510117|health_fitness|47.56|0|Smith Inc|33.801206|-80.116729
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|687318877ae9abbd4998afe3aa623cda|2021-01-29|01:47:40|1611884860|grocery_pos|202.18|0|Franklin Ltd|35.194881|-79.042653
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|63564eed3b84ad21d2b8596bdc5d6983|2021-01-02|17:16:01|1609607761|home|104.68|0|Steele, Morales and Sanchez|35.244991|-79.633111
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|6c010bd1a8b8e01cde54052701de67ab|2021-01-30|03:34:32|1611977672|misc_net|1.33|0|Lane, Stone and Parker|34.924722|-78.844951
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|909e437e6b635bf2afb48dbf6f74d285|2021-01-29|10:57:04|1611917824|misc_pos|3.08|0|Aguirre-Reeves|35.466367|-79.833824
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|717055894308666bf386d579a6da0b33|2021-01-03|04:59:53|1609649993|grocery_pos|183.24|0|Miles, Zavala and Hernandez|34.863316|-80.254603
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|1770b6dab94a921acf7013620cacbd04|2021-01-22|14:27:04|1611325624|kids_pets|12.99|0|Walsh, Watson and Meyers|34.831975|-80.118136
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|83d3de6fa62e61fbf82634875a376c65|2021-01-30|18:14:04|1612030444|health_fitness|95.97|0|Cruz-Lopez|34.206451|-79.557043
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|4aeb781c58322906e2fe05ddb82616e2|2021-01-11|10:27:25|1610360845|misc_pos|64.40|0|Richards-Salazar|34.067891|-78.969926
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|927f420f72bd610e9192448dd8676c21|2021-01-26|23:57:20|1611705440|food_dining|66.89|0|Castillo-Osborne|35.048590|-79.763945
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|edd23a9b6d6fe0b75f5eac6d33ed5d07|2021-01-25|21:31:12|1611610272|shopping_net|16.91|0|Heath, Williams and Peterson|35.353511|-78.310722
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|827e63bdd63ad4baea474bf2161f160d|2021-01-30|06:15:07|1611987307|gas_transport|91.84|0|Johnson, Barr and Myers|34.194482|-79.755985
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|9f00bc60f92fe46a0c153bc47136d8fa|2021-01-31|17:56:55|1612115815|kids_pets|6.33|0|Zavala, Simmons and Miller|34.120985|-79.980270
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|05cdd2440bf07e68046f2fc1d4d78b2a|2021-01-21|22:36:04|1611268564|health_fitness|9.38|0|Duncan-Gonzalez|34.272093|-79.285257
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|005db98112b074c6709a05a78fd8d8aa|2021-01-31|23:33:50|1612136030|home|91.14|0|Thomas-Robinson|34.530409|-80.215566
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|fbb3c2330ede0a23b600560ae08030a3|2021-01-16|21:28:38|1610832518|shopping_pos|5.09|0|Ford, Soto and Heath|34.425410|-79.594997
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|3cf52e144b2fe5342d22ff022dafbaab|2021-01-22|15:48:07|1611330487|personal_care|38.34|0|Dominguez PLC|33.964353|-78.959718
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|ee5b8f965c8ea691343fbbdf2e1164ab|2021-01-29|23:22:05|1611962525|kids_pets|79.30|0|Graham, Crawford and Navarro|35.661484|-80.142289
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|8f07b20849fb55b37d9928380829d810|2021-01-30|16:17:23|1612023443|home|130.77|0|Singh-Miller|33.808994|-78.552887
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|69772ccde86a04d22086991fd99df33e|2021-01-16|23:16:40|1610839000|personal_care|75.99|0|Bentley-Serrano|35.599079|-79.238344
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|134051748e10533c0a8b58dcc77e1e97|2021-01-23|15:16:04|1611414964|shopping_pos|2.33|0|Jones PLC|35.670148|-80.108376
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|b814b9ab3825cc4d6dfb38da71d24a96|2021-01-13|07:29:20|1610522960|misc_net|64.59|0|Brooks and Sons|35.163254|-79.462031
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|9d8b95cc46add990e32def00ffad53e3|2021-01-13|01:44:53|1610502293|grocery_net|62.82|0|Benson-Warner|35.723783|-79.842001
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|6110612b9bc0657fbb4d2399874fb099|2021-01-30|19:19:17|1612034357|entertainment|130.63|0|Brooks, Smith and Tyler|33.852224|-78.398085
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|d7ec3d249f3dc665a035180deb17d3c8|2021-01-20|09:37:28|1611135448|misc_pos|63.06|0|Gallegos LLC|35.097943|-80.134082
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|4559abafb9295d3378a5229117836757|2021-01-15|20:42:01|1610743321|shopping_net|1.90|0|Torres-Kim|34.984721|-80.141102
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|780bda9a6fead21bf4bec03fa3d334d1|2021-01-26|20:38:16|1611693496|kids_pets|68.86|0|Thompson, Martinez and Mckenzie|34.856508|-80.055384
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|8a3c99ac01583615a24c27b140877d60|2021-01-10|17:57:04|1610301424|kids_pets|123.13|0|Bruce-Carpenter|34.192936|-79.397516
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|012751b2aa05c678c1c993a3e2711308|2021-01-21|06:23:53|1611210233|grocery_net|58.65|0|Wagner, Martinez and Pope|35.139704|-79.194876
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|4f2e77da2c0a9f23e285add04c2ca834|2021-01-22|23:38:23|1611358703|shopping_net|18.52|0|Hobbs, Kennedy and Rice|33.798940|-79.938953
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|1835b96ba2ffb8deadfa30c1e2552a08|2021-01-03|01:26:26|1609637186|gas_transport|68.43|0|Murphy, Suarez and Patel|35.433908|-78.779134
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|654bd3bb350d05686b14627dab3d1530|2021-01-05|13:40:32|1609854032|shopping_pos|2.06|0|Robinson, Long and Solis|35.425821|-78.799265
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|d9b5ba80664e42ba34ea37063395e9b9|2021-01-28|15:07:09|1611846429|shopping_net|8.77|0|Vasquez, Melendez and Ford|34.851849|-78.842458
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|46e47b1b6a76b0bd0848d332f2b2d0fa|2021-01-01|03:28:30|1609471710|grocery_net|126.64|0|Thomas, Long and Hamilton|33.941676|-79.908869
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|48e192198c8d0112a0319c7785936ee7|2021-01-23|22:00:45|1611439245|shopping_net|294.96|0|Gonzalez PLC|34.864984|-80.094180
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|e0ee402b81e063ba36b642b6d29fbee9|2021-01-03|23:08:37|1609715317|kids_pets|88.70|0|Williams-Watson|35.494862|-79.766348
729-82-5843|3545872297023291|Jennifer|Shelton|F|1609 Jason Flat Apt. 341|Maxton|NC|28364|34.7334|-79.3097|14809|Sports development officer|1972-05-20|205125746682|adults_2550_female_urban.json|346cab1fcc66039306895cb46cbf4a2e|2021-01-15|23:30:29|1610753429|shopping_pos|1.90|0|Nelson, Terry and Robbins|34.033612|-80.200444
