ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long|recent_visited_states|payment_type
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|3db9204dfddc885f2beb9e809c017e20|2021-01-16|19:30:55|1610825455|shopping_pos|1.66|0|Carter, Williams and Clark|33.189911|-111.625463|['VA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|06178e2b32f2902fa131fcbd064a59eb|2021-01-01|11:32:58|1609500778|grocery_pos|75.28|0|Kennedy-Davis|32.812059|-110.572891|['NH', 'AK']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|4c8d977f9159dd54740b37e7c3705914|2021-02-01|06:11:52|1612159912|gas_transport|85.35|0|Olson Inc|33.476670|-111.497899|['CA', 'MS', 'WI', 'NC']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|3f417a91bb04433cd7fd2290fe4ec0ac|2021-02-01|19:32:35|1612207955|home|29.23|0|Newman Group|32.150845|-112.030191|['AL']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|783aac983b509469acc83779075358ea|2021-01-28|17:25:54|1611854754|entertainment|13.77|0|Shea LLC|31.953177|-110.618034|['AR']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f413e02c9a3408887fc6dde07e9ebbe6|2021-01-21|20:02:06|1611259326|kids_pets|15.56|0|Nguyen, Santiago and Spencer|31.700590|-111.260684|['NH', 'AK']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|56741a3e72376d3fe930b1786a632a58|2021-01-01|16:57:16|1609520236|kids_pets|29.90|0|Chase, Cabrera and Bennett|33.192717|-110.954358|['LA', 'KS', 'TX', 'AL']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e7697c487c1fa2ea89ee841d81c610e2|2021-01-02|12:23:33|1609590213|travel|6.50|0|Peterson, Case and Flores|32.280189|-110.469279|['TN', 'AK', 'KY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e650020f909ddd13712355661bfc764b|2021-01-13|22:02:18|1610575338|shopping_pos|58.39|0|Mosley-Deleon|32.455805|-111.979590|['NM', 'AK']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|6db142840cbae18c29b675b05eff76a3|2021-01-18|07:19:40|1610954380|gas_transport|42.54|0|Nelson, Rivera and Moreno|32.927349|-110.769683|['WV', 'NH']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|66ef214a06d7f98adf658418b0e58725|2021-01-10|23:01:12|1610319672|entertainment|32.27|0|Gibson-Moreno|33.285176|-111.723468|['MN', 'VA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|013023d063367ecab64ff01cbcbe661c|2021-01-01|20:36:45|1609533405|shopping_net|3.38|0|Norris and Sons|32.764683|-111.762907|['CO', 'MO']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e1393c696bc8ca1c7535bcbba96663b0|2021-01-24|09:02:51|1611478971|misc_net|31.83|0|Mckee-Johnson|33.007526|-112.092584|['NH']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|5eccf7098140e3518c7b112b51c7fcde|2021-01-27|17:20:46|1611768046|kids_pets|193.51|0|Lewis-Marshall|33.327312|-110.850439|['OH', 'SD', 'ID', 'IL']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|d763a3ccb9c90f0eacc678c20cb25a7f|2021-01-21|08:01:08|1611216068|grocery_pos|95.77|0|Lynch Ltd|31.839160|-111.191261|['NH', 'HI']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|7879143fd6d53aaf4b88b6ef9597729e|2021-01-10|13:19:19|1610284759|kids_pets|52.60|0|Garza-Adams|32.369668|-111.542304|['CO', 'IA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|d393e43f6ef08677fd41bff143edf2bf|2021-01-11|16:10:56|1610381456|kids_pets|50.80|0|Chase, Cabrera and Bennett|32.025194|-111.179670|['AL', 'NH', 'MO', 'OH']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|7781c06850d4ad6cbfd85beb86f2be0d|2021-01-23|04:28:42|1611376122|gas_transport|28.59|0|Gonzalez Group|31.603434|-111.977315|['OR', 'NJ', 'GA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|a5a6f050df1d951d7ab14e573244e383|2021-01-12|12:00:45|1610452845|home|144.87|0|Johnson-Brown|31.892651|-110.508085|['HI', 'AL', 'SD', 'DC']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e4098ffd38f833e2c50a4d3ebb5b83fd|2021-01-05|21:36:27|1609882587|shopping_pos|6.55|0|Doyle, Butler and Clark|33.391406|-110.380571|['AL', 'MN']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|847430b2e8be7e86d249abc48a701c33|2021-01-05|18:26:29|1609871189|entertainment|24.96|0|Harris, Lara and Richardson|32.408370|-112.062392|['ID']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|134abd9480f7a0e5fcb46c478071d149|2021-01-29|19:54:23|1611950063|kids_pets|103.52|0|Chase, Cabrera and Bennett|33.321873|-111.365602|['MI', 'DE', 'NH', 'OH']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|edf01bf987eb543521c0131dc295da71|2021-01-29|20:08:33|1611950913|kids_pets|287.58|0|Anderson, Glover and Simon|33.512727|-111.030596|['DC', 'WI', 'GA', 'MA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|16b300145ef409242c0e3756bb406a5e|2021-01-12|12:13:15|1610453595|misc_net|39.68|0|Gonzalez LLC|32.842600|-110.561480|['CT', 'LA', 'MI']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|3ee0eaa6218faa0a413e732d4dc1f5aa|2021-01-27|17:50:06|1611769806|shopping_pos|8.82|0|White-Mclean|33.194904|-112.226707|['DE']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|475b5e03feee498d32b325f81b2e64c6|2021-01-13|19:48:34|1610567314|entertainment|9.45|0|Dalton, Bowman and Henderson|31.756504|-112.306946|['WI']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|222560b19f8e8dc68afc89d7f7dfe8e2|2021-01-23|00:15:50|1611360950|grocery_net|82.63|0|Gomez Ltd|33.211396|-111.491487|['VT', 'DE']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f095a718402f122deea90121a69e8ce7|2021-01-16|08:05:05|1610784305|gas_transport|89.10|0|Cantu PLC|33.146725|-112.119428|['AZ', 'AL', 'NY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e534e48466c25c9a0346fc4356fb4c10|2021-01-21|19:36:23|1611257783|misc_net|1.19|0|Smith-Summers|33.033268|-111.217349|['WI', 'NM', 'MT']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|1097021d499f72660a87aef8bc961635|2021-02-01|10:06:19|1612173979|grocery_net|43.72|0|Collins and Sons|33.056464|-111.783516|['OK', 'ME', 'AL']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|4cec00cacf1444b6df40f2b44ce8d2d7|2021-01-28|11:55:08|1611834908|gas_transport|97.58|0|Curtis and Sons|32.703692|-110.696667|['NJ', 'IA', 'KS']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|d95d6422b6986bf95430c115231e0193|2021-01-12|14:48:24|1610462904|misc_pos|5.26|0|Jones LLC|32.526488|-111.210272|['GA', 'CA', 'VT', 'NC']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|38783630de49c49ecfbb5ee63992a06d|2021-01-02|13:32:59|1609594379|health_fitness|41.01|0|Estes-Olsen|32.479447|-112.065949|['OH', 'MN', 'WA', 'WY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|77fe720eac9282a5beec6f4b095cb48e|2021-01-30|12:50:17|1612011017|kids_pets|13.54|0|Lewis-Marshall|33.260811|-112.338000|['NC', 'AR', 'KS', 'OK']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|2fdcffa367c5c77a404846dd54110135|2021-01-18|14:21:43|1610979703|food_dining|16.68|0|Hansen PLC|31.961783|-111.183229|['ME', 'MA', 'WA', 'AZ']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|228a5754397bd55de57d8e90332746dd|2021-01-24|15:15:22|1611501322|kids_pets|1.68|0|Sanchez Group|33.291638|-111.643766|['IA', 'UT']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|93e42eaab951f045ee6ac4a7b8168901|2021-01-02|07:34:30|1609572870|gas_transport|41.99|0|Curtis and Sons|32.464932|-111.810068|['OH', 'KS', 'WV', 'KY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|877d6113554c48bd5d258b05dcbc5b54|2021-01-15|22:08:15|1610748495|personal_care|66.12|0|Rodriguez, Lopez and Wells|32.633651|-112.160086|['KY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f861cd44dfa3136eb13e47a49ac221b0|2021-01-11|07:46:30|1610351190|grocery_pos|112.73|0|Johnson-Thompson|32.804066|-112.096308|['IL', 'WA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|766aefc5c6af3e3650c9e6ea48489cfd|2021-01-07|11:35:06|1610019306|grocery_net|23.44|0|Gomez Ltd|33.179176|-110.681864|['CO', 'DC', 'NM']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|a6d0d7a27ae1924ec28df596d8d44096|2021-01-24|22:55:02|1611528902|misc_pos|2.84|0|Mitchell, Kelley and Powell|33.467201|-112.204118|['CT']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|859ea8e3fe4ecaca36ea3f581c56b4d5|2021-01-18|20:09:17|1611000557|shopping_pos|8.75|0|Holland PLC|32.169113|-110.592780|['NH', 'WY', 'AZ']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|460bfd9c8657493486ae631c23b04ac6|2021-01-16|20:35:44|1610829344|health_fitness|16.95|0|Miller-Collins|31.880133|-111.480734|['MD', 'MS', 'MA', 'MI']|in_store
