ssn|cc_num|first|last|gender|job|dob|acct_num|trans_num|trans_date|trans_time|unix_time|category|amt|merchant|ip_address|payment_type
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|0279db8bac6e67c1dee25a1fed9d8498|2021-01-05|05:30:56|1609824656|gas_transport|51.67|Nelson, Rivera and Moreno|25.12.26.135|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|79d8552a87653255e92cf8fb0ca49f4a|2021-01-01|02:37:51|1609468671|grocery_pos|106.64|Kennedy-Davis|54.217.206.102|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|57b6c3de0da21458e732ff4bf4f73dab|2021-01-10|10:31:49|1610274709|grocery_pos|115.84|Torres-Moon|43.22.228.54|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|7a7f23068926e340a8361332c7d8a51e|2021-01-09|19:52:28|1610221948|misc_pos|20.35|Guerrero Ltd|23.134.246.35|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|cbaabd62b32dcf7b560da8ab297509f6|2021-01-24|12:33:45|1611491625|entertainment|32.84|Conway-Allen|120.111.170.127|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|7d65bfd8e9ce8e802af5fdd3b1404c0b|2021-01-23|05:38:32|1611380312|gas_transport|42.02|Buchanan, Klein and Moss|142.160.5.6|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|d43c0b403f4e0c286eacc0afd0b9f10d|2021-01-27|11:31:44|1611747104|grocery_pos|82.12|Kennedy-Davis|34.150.143.248|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|3cb6c3d583932cccccbf7e6be9c4a276|2021-01-09|18:45:30|1610217930|shopping_net|420.51|Powell-Fitzgerald|100.39.243.171|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|2a69cd4d6a194df7583b8f1016bf2d06|2021-01-19|08:49:28|1611046168|gas_transport|45.45|Cantu PLC|166.135.195.174|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|ae5d01bfa829b0cf17858470a1d633d7|2021-01-02|17:19:50|1609607990|shopping_net|1.88|Powell-Fitzgerald|107.7.206.148|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|2bb98d44dd290a5b514a956bb8d5aa26|2021-01-17|07:45:46|1610869546|grocery_net|42.00|Hunter-Gibson|76.120.210.152|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|75384dc390fbcd79b2da3687c6e33ea5|2021-01-10|22:03:32|1610316212|food_dining|5.41|Acosta, Taylor and Byrd|210.184.195.211|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|9946e74f79159d8b5a8e2bd26130179d|2021-01-16|04:55:39|1610772939|gas_transport|49.02|Nelson, Rivera and Moreno|146.69.55.106|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|8a71b8b90c3a0614e9ab3c246dd748a5|2021-01-15|13:07:42|1610716062|home|46.94|Moore-Hanson|154.223.75.32|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|d640798724f1d2c70b6209fc33cd6ab5|2021-01-22|23:56:32|1611359792|personal_care|1.95|Ray, Murray and Young|118.192.164.77|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|eea9617c783fdfb482cbe1457635b2c3|2021-01-16|00:03:40|1610755420|grocery_pos|83.58|Dennis-Mccoy|206.52.12.19|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|9ed157aa78f82e824d5f19dcd26f8d3c|2021-01-09|03:04:58|1610161498|gas_transport|45.25|Gonzalez Group|142.112.21.65|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|380c0327f571aae850eae2364b764d40|2021-01-04|10:43:16|1609756996|gas_transport|34.13|Cantu PLC|137.14.133.66|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|21fb664f53b995157f3ac77ab5b9966a|2021-01-25|12:25:26|1611577526|home|16.81|Taylor-Baker|178.47.209.72|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|7cc783c44e1512232e8994463eac19cc|2021-01-03|19:01:37|1609700497|health_fitness|28.13|Gonzalez-Greene|205.151.113.66|online
250-97-0036|2644625339748214|Angela|Williams|F|Insurance broker|1989-05-14|934384811883|b67174a2614d418b9b55122a37dfe607|2021-01-30|16:24:38|1612023878|shopping_net|8.16|Leblanc Group|103.66.148.70|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|8d5e004ceebcb476a59805bffc02b471|2021-01-25|13:51:24|1611582684|health_fitness|19.15|Gonzalez-Greene|223.219.181.170|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|c10fd78596d381cc157ab38ebf1f8e9c|2021-01-03|13:10:13|1609679413|kids_pets|59.77|Chase, Cabrera and Bennett|8.37.161.249|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|2f66debd676a8336359a44487b222daa|2021-01-09|20:49:25|1610225365|kids_pets|42.47|Peterson-Zimmerman|33.90.6.218|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|487dd6308de8ae1c1ff812349ef6ef16|2021-01-25|12:45:17|1611578717|shopping_net|1.71|Norris and Sons|5.17.199.186|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|68660801cb17a47fe7faec8b1168fe5e|2021-01-31|14:25:37|1612103137|personal_care|3.37|Dyer LLC|98.173.57.191|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5793f0f59fed47b4354343799eadda24|2021-01-29|15:12:39|1611933159|kids_pets|16.00|Brown and Sons|86.168.70.238|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e2023e576541aee089732f911fb4db60|2021-01-06|05:46:56|1609912016|grocery_net|13.97|Moore Group|8.222.134.247|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|71af1317351737ad45fc7a5428d8664f|2021-01-06|15:27:38|1609946858|health_fitness|5.88|Burnett, Lindsey and Anderson|114.109.135.193|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5d7efed1b4e2cec3baf489220564abbc|2021-01-14|21:09:30|1610658570|personal_care|78.38|Rodriguez, Lopez and Wells|75.120.129.147|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|acc0d3b59bcee7a20e7c79b1582039f2|2021-01-31|14:36:57|1612103817|misc_pos|3.43|Mcclure-Marshall|14.209.118.136|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5f3258d03f87e8b7faa4ebeadba99fac|2021-01-30|00:45:03|1611967503|gas_transport|65.93|Nelson, Rivera and Moreno|86.173.191.58|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|0135c0bc2fae805f0c109352f4df12ba|2021-01-31|12:13:57|1612095237|misc_pos|7.48|Miles, Martinez and Davidson|125.178.186.25|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|70e98ec3c496f54e47c987ffbe6a5aa7|2021-01-16|19:43:15|1610826195|entertainment|128.39|Daniels-White|35.47.167.208|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|db17d969754dcd2ae347e4aad1344da0|2021-01-03|19:55:21|1609703721|food_dining|68.17|Smith-Davis|124.175.29.107|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|aad5ee04b0f93d4263d3f82370e166ec|2021-01-22|16:48:10|1611334090|shopping_pos|1.69|Doyle, Butler and Clark|28.35.15.93|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e7420475e1b4ba856e1c6c835a7d9ff2|2021-01-19|05:16:25|1611033385|grocery_pos|77.14|Dennis-Mccoy|22.215.52.47|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|3081bfb85d5420dbb09766fad5e84903|2021-01-02|14:36:09|1609598169|shopping_pos|7.77|Carter, Williams and Clark|204.228.33.164|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|c455ec9552c334acfcd0e261264b0f50|2021-01-08|05:14:05|1610082845|grocery_pos|90.93|Dennis-Mccoy|195.3.214.189|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e9e3c7166e3dbb2bdbbdf22ce4d77dfe|2021-01-21|20:51:02|1611262262|health_fitness|23.41|Liu Group|93.54.223.156|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|a180107b5b84d4cb0f9b200031bd42bc|2021-01-15|02:52:21|1610679141|grocery_pos|113.94|Mills, Flores and Green|96.93.139.53|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|f67ddbcf451ddf94954570dfa96a6560|2021-01-20|04:18:46|1611116326|gas_transport|58.40|Buchanan, Klein and Moss|213.232.206.231|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|dc45c65232f3495390b06fa2ffbc9485|2021-01-09|14:46:06|1610203566|kids_pets|20.80|Garza-Adams|117.66.115.248|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|9317be8f0109758846fd1c3c20d66082|2021-01-02|19:27:05|1609615625|misc_pos|1.34|Shea-Barron|130.147.245.2|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|84e63cf1149855d735b1ab8349d15bd2|2021-01-26|13:10:00|1611666600|kids_pets|12.37|Nguyen, Santiago and Spencer|53.51.184.239|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|70cc38ddcda6fdc2cbc3c0c85bf05e2c|2021-01-18|13:49:05|1610977745|shopping_net|126.06|Payne Group|193.17.141.13|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|b6f9dce1b904792df9aff0bd282cee6c|2021-01-03|17:06:36|1609693596|health_fitness|40.92|Reeves-Tate|133.235.171.125|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e4d6c42991cbc8cfe71cf4008f78f451|2021-01-16|12:34:01|1610800441|entertainment|12.36|Dalton, Bowman and Henderson|4.38.117.152|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|70b6b5afaa949702ba91e2da3ae99a59|2021-01-10|23:40:27|1610322027|food_dining|23.38|House-Silva|2.255.182.189|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|b4d0004beaa48ef82c51ee7a8b92b841|2021-01-17|10:19:19|1610878759|grocery_pos|121.81|Clarke Inc|146.141.121.128|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|04bb452dd7234308f0a246c6962f4a5d|2021-01-14|02:38:27|1610591907|misc_net|53.70|Jordan-Munoz|34.255.255.50|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|ccbeb703bf94b64afdb5c8077a8fbbe2|2021-01-17|07:39:13|1610869153|gas_transport|65.56|Buchanan, Klein and Moss|175.132.240.222|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e655fbc48e17fe59928366cb1783ad34|2021-01-27|13:55:12|1611755712|health_fitness|63.05|Valenzuela-Collins|162.63.244.139|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|86dc51f82b31783188e414411f97317d|2021-01-12|14:55:50|1610463350|misc_pos|2.54|Shea-Barron|15.191.114.59|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|3cf14b50a4578be3a3052025795d6079|2021-01-20|11:58:50|1611143930|gas_transport|28.64|Nelson, Rivera and Moreno|101.77.98.15|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e4d59904a0bd7435a6a52733877ec643|2021-01-23|23:58:14|1611446294|kids_pets|11.91|Anderson, Glover and Simon|191.209.156.138|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|f8d15c3acfac152cc97fa83d577ed494|2021-01-24|14:28:04|1611498484|health_fitness|45.20|Liu Group|30.214.156.100|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|30c6d2c2ffcfa6d74e9d9500c899f694|2021-01-09|01:39:07|1610156347|gas_transport|63.59|Curtis and Sons|7.236.232.228|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|f5f6890be2bf7b8d66b033662498d8e3|2021-01-15|12:39:17|1610714357|misc_pos|4.66|Stephens-Turner|165.160.160.182|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|0ac84c4ab832fb30972aa796922e229c|2021-01-11|08:27:27|1610353647|grocery_pos|90.12|Lynch Ltd|102.97.53.213|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|f5f4a3bf52664d7836ca628d38e1a267|2021-01-13|07:12:56|1610521976|grocery_net|38.24|Roberson and Sons|69.102.23.160|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|b5c642d59e3b263306892e59d020be85|2021-01-23|23:48:55|1611445735|shopping_pos|7.51|Watts, Hunt and Phillips|91.245.193.4|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|3254dab776e1dfe0577dbf9dae4ff9e5|2021-01-12|15:09:47|1610464187|kids_pets|33.50|Garza-Adams|197.134.131.103|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|d61773f910c23585ff0f933c6628ddff|2021-01-11|20:22:57|1610396577|kids_pets|25.63|Peterson-Zimmerman|150.93.147.84|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|ca87a7dcb10bb68bfeae4ce2936055ff|2021-02-01|22:02:05|1612216925|shopping_net|2.11|Leblanc Group|205.73.146.70|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e20bbc94e9521138bf0ad091992081bc|2021-01-04|13:59:55|1609768795|food_dining|128.89|Hansen PLC|19.26.48.122|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|9f7abae1c4bcd2a7fdc5b8450941dd62|2021-01-11|02:14:10|1610331250|grocery_pos|85.43|Johnson-Thompson|74.102.6.219|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|52694327349478f97f7e0315916b5207|2021-01-21|20:30:40|1611261040|shopping_pos|3.53|Holland PLC|126.5.123.184|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|b2c28ccb671d432b1f18ed72c1a4e6a1|2021-01-15|06:34:08|1610692448|gas_transport|85.06|Buchanan, Klein and Moss|68.146.86.21|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|b6f985197b76fc1c8eee37a62620ced4|2021-01-01|11:30:22|1609500622|gas_transport|73.37|Olson Inc|70.67.23.185|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|dd78ac852ea9b4fb3c8ef78e9efa6b11|2021-01-23|22:07:30|1611439650|shopping_net|1.29|Norris and Sons|111.209.234.129|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|db624b425ad176a7d5c62158086ad597|2021-01-06|22:55:00|1609973700|shopping_pos|8.13|Holland PLC|38.131.68.2|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|35f45328a1b1116b6e2ed9a684261956|2021-01-02|21:26:59|1609622819|home|23.98|Boyer Inc|135.92.85.93|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|4a19a72d7abd8968fe967340b5d0ff68|2021-01-02|23:42:52|1609630972|shopping_pos|8.15|Lewis-Moore|98.87.25.8|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|6c7e45decbde2d80845b495b3e8dd06f|2021-01-02|15:07:59|1609600079|personal_care|103.85|Dyer LLC|156.15.150.23|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|75560f3becb2cff5bdfe5b3a842b3d4b|2021-01-31|15:43:16|1612107796|personal_care|11.15|Arnold-Miller|57.176.177.64|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|c3882588e7dbdc5b81e4907b7506ad50|2021-01-23|12:56:35|1611406595|entertainment|7.32|Hart-Rivera|23.43.86.77|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|edacb4337f7d7bdcfe849fb6f504910f|2021-01-22|07:51:13|1611301873|gas_transport|68.35|Nelson, Rivera and Moreno|23.232.99.166|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|42090b711eb0b53c5bf160b196ab467c|2021-01-30|05:16:27|1611983787|grocery_pos|81.40|Dennis-Mccoy|59.10.14.118|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|05396ce07ba97b0d4a805f292c539a3c|2021-01-25|19:48:27|1611604107|shopping_net|152.71|Durham, Cole and Carroll|18.58.70.133|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|08dbf79276e0be1924ef8227c0fd3f84|2021-01-08|18:32:31|1610130751|entertainment|9.98|Cobb-Hayden|80.161.14.26|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|79857e6e76dd21d8a305e0be56653f27|2021-01-23|04:35:28|1611376528|gas_transport|82.33|Curtis and Sons|63.26.225.224|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5e9e41ff85864a7a7a40764d82e9a17f|2021-01-13|18:45:46|1610563546|kids_pets|51.21|Brown and Sons|153.65.180.210|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|4ab16742d3982bb89491d7ba3e6b60d3|2021-01-16|15:57:07|1610812627|shopping_pos|8.01|Farmer Ltd|217.83.63.115|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|34042f389109346c2d2294051d7ea429|2021-01-16|02:46:14|1610765174|gas_transport|79.40|Curtis and Sons|3.50.214.190|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|acaf7b5c71946f0a8ded99c322c25423|2021-01-28|23:46:53|1611877613|shopping_net|28.17|Durham, Cole and Carroll|116.125.106.44|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|3c8455f315ea746d615075b32dbfefa6|2021-01-21|23:31:10|1611271870|misc_pos|115.97|Rodriguez Inc|219.81.106.4|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|87cb06d60f1acfd0c54d02de41be540a|2021-01-19|15:16:18|1611069378|shopping_pos|1.32|Watts, Hunt and Phillips|190.243.93.3|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|4dc1cdd56b943df4ef5d8d7ba3735955|2021-01-17|06:40:48|1610865648|grocery_pos|101.87|Lynch Ltd|160.109.207.43|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5d2a0298a54068f85fd2e7ad5b9da1d6|2021-01-24|17:44:00|1611510240|entertainment|128.15|Harris, Lara and Richardson|223.187.145.45|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|ec3996038abed8bb22ecaea172a382a9|2021-01-31|14:06:39|1612101999|health_fitness|110.00|Gonzalez-Greene|156.214.56.12|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|759cf48fe8f03aa31d05b2233e8e3582|2021-01-31|21:52:48|1612129968|shopping_pos|9.10|Holland PLC|146.44.213.97|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|48855a3a40c50d81283bb0194d1af6be|2021-01-22|20:30:26|1611347426|misc_pos|4.61|Miles, Martinez and Davidson|46.170.27.176|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|c57d909a89878366e5cd6ad6c711830d|2021-01-05|20:06:04|1609877164|misc_net|31.76|Arnold, Frederick and Moore|72.66.236.155|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|c49b415ab7cce8886700d35fb618e8e5|2021-01-25|15:15:33|1611587733|home|2.18|Taylor-Baker|133.24.186.185|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|57dd34fedb23ac717ce1c6195b0fca61|2021-01-15|15:39:32|1610725172|misc_net|82.50|Anderson LLC|160.222.238.126|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|5f4f55dd7bcc11dfe4549ed5b8943a6b|2021-01-17|23:35:09|1610926509|entertainment|193.67|Cobb-Hayden|219.180.14.192|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|e6fc64c7604ddcd299bb102d8706bb70|2021-01-26|14:44:21|1611672261|personal_care|7.92|Drake, Grimes and Thomas|99.205.190.76|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|fbb82a9ddf49680c4f61359bbce344cc|2021-01-10|09:36:33|1610271393|gas_transport|47.04|Gonzalez Group|199.197.32.88|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|4568033488ef0bf9ea3795e9b19ef812|2021-01-02|23:22:19|1609629739|health_fitness|78.95|Miller-Collins|186.189.29.25|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|9fa7f86f900c4af3941ca956d7da9515|2021-01-18|03:07:13|1610939233|gas_transport|57.94|Olson Inc|59.242.42.95|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|a4dfaf0ef801b9fb3df7e3596d9c1b54|2021-01-15|22:57:48|1610751468|personal_care|3.59|Rodriguez, Lopez and Wells|201.188.132.38|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|9befd1e9ca6bdde161d6adce0cf986a9|2021-01-23|12:00:35|1611403235|misc_pos|5.43|Jones LLC|161.20.93.82|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|96f417485944ce87fbd12e3133ef9d8a|2021-01-04|04:24:31|1609734271|gas_transport|75.41|Buchanan, Klein and Moss|136.254.71.233|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|178e7425ffd5723e9ad27feb3392c94d|2021-01-10|07:22:49|1610263369|gas_transport|84.05|Park, Steele and Gonzales|4.169.233.207|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|cf092bda5b99e0ec7b92178424d2e4a4|2021-01-29|10:20:59|1611915659|gas_transport|58.87|Nelson, Rivera and Moreno|29.222.28.27|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|7dc6b936f6e80d5e2f0427e4d9dfdfbd|2021-01-13|07:37:11|1610523431|gas_transport|39.53|Mills, Martin and Barnes|140.53.215.128|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|3a29ec8cf001d66bd05c4274bca28dd4|2021-01-20|09:31:05|1611135065|gas_transport|65.48|Park, Steele and Gonzales|200.193.174.149|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|1f272eb47d85327206dae3b3fd23c2c1|2021-01-13|07:14:43|1610522083|grocery_pos|78.44|Lynch Ltd|129.4.196.120|online
384-91-3754|503853001025|Beverly|Williams|F|Surveyor, insurance|1990-08-26|855115135598|8821909937d58222eb68f9e1c7a7c628|2021-01-02|15:15:01|1609600501|home|126.72|Taylor-Baker|85.69.131.176|online
